id,Survived,Sex,Pclass,Fare,Age,SibSp,SibSp>0,Parch>0,Embarked=C,Embarked=None,Embarked=Q,Embarked=S,CabinType=A,CabinType=B,CabinType=C,CabinType=D,CabinType=E,CabinType=F,CabinType=G,CabinType=None,CabinType=T,Sex * Pclass,Sex * Fare,Sex * Age,Sex * SibSp,Sex * SibSp>0,Sex * Parch>0,Sex * Embarked=C,Sex * Embarked=None,Sex * Embarked=Q,Sex * Embarked=S,Sex * CabinType=A,Sex * CabinType=B,Sex * CabinType=C,Sex * CabinType=D,Sex * CabinType=E,Sex * CabinType=F,Sex * CabinType=G,Sex * CabinType=None,Sex * CabinType=T,Pclass * Fare,Pclass * Age,Pclass * SibSp,Pclass * SibSp>0,Pclass * Parch>0,Pclass * Embarked=C,Pclass * Embarked=None,Pclass * Embarked=Q,Pclass * Embarked=S,Pclass * CabinType=A,Pclass * CabinType=B,Pclass * CabinType=C,Pclass * CabinType=D,Pclass * CabinType=E,Pclass * CabinType=F,Pclass * CabinType=G,Pclass * CabinType=None,Pclass * CabinType=T,Fare * Age,Fare * SibSp,Fare * SibSp>0,Fare * Parch>0,Fare * Embarked=C,Fare * Embarked=None,Fare * Embarked=Q,Fare * Embarked=S,Fare * CabinType=A,Fare * CabinType=B,Fare * CabinType=C,Fare * CabinType=D,Fare * CabinType=E,Fare * CabinType=F,Fare * CabinType=G,Fare * CabinType=None,Fare * CabinType=T,Age * SibSp,Age * SibSp>0,Age * Parch>0,Age * Embarked=C,Age * Embarked=None,Age * Embarked=Q,Age * Embarked=S,Age * CabinType=A,Age * CabinType=B,Age * CabinType=C,Age * CabinType=D,Age * CabinType=E,Age * CabinType=F,Age * CabinType=G,Age * CabinType=None,Age * CabinType=T,SibSp * Parch>0,SibSp * Embarked=C,SibSp * Embarked=None,SibSp * Embarked=Q,SibSp * Embarked=S,SibSp * CabinType=A,SibSp * CabinType=B,SibSp * CabinType=C,SibSp * CabinType=D,SibSp * CabinType=E,SibSp * CabinType=F,SibSp * CabinType=G,SibSp * CabinType=None,SibSp * CabinType=T,SibSp>0 * Parch>0,SibSp>0 * Embarked=C,SibSp>0 * Embarked=None,SibSp>0 * Embarked=Q,SibSp>0 * Embarked=S,SibSp>0 * CabinType=A,SibSp>0 * CabinType=B,SibSp>0 * CabinType=C,SibSp>0 * CabinType=D,SibSp>0 * CabinType=E,SibSp>0 * CabinType=F,SibSp>0 * CabinType=G,SibSp>0 * CabinType=None,SibSp>0 * CabinType=T,Parch>0 * Embarked=C,Parch>0 * Embarked=None,Parch>0 * Embarked=Q,Parch>0 * Embarked=S,Parch>0 * CabinType=A,Parch>0 * CabinType=B,Parch>0 * CabinType=C,Parch>0 * CabinType=D,Parch>0 * CabinType=E,Parch>0 * CabinType=F,Parch>0 * CabinType=G,Parch>0 * CabinType=None,Parch>0 * CabinType=T,Embarked=C * CabinType=A,Embarked=C * CabinType=B,Embarked=C * CabinType=C,Embarked=C * CabinType=D,Embarked=C * CabinType=E,Embarked=C * CabinType=F,Embarked=C * CabinType=G,Embarked=C * CabinType=None,Embarked=C * CabinType=T,Embarked=None * CabinType=A,Embarked=None * CabinType=B,Embarked=None * CabinType=C,Embarked=None * CabinType=D,Embarked=None * CabinType=E,Embarked=None * CabinType=F,Embarked=None * CabinType=G,Embarked=None * CabinType=None,Embarked=None * CabinType=T,Embarked=Q * CabinType=A,Embarked=Q * CabinType=B,Embarked=Q * CabinType=C,Embarked=Q * CabinType=D,Embarked=Q * CabinType=E,Embarked=Q * CabinType=F,Embarked=Q * CabinType=G,Embarked=Q * CabinType=None,Embarked=Q * CabinType=T,Embarked=S * CabinType=A,Embarked=S * CabinType=B,Embarked=S * CabinType=C,Embarked=S * CabinType=D,Embarked=S * CabinType=E,Embarked=S * CabinType=F,Embarked=S * CabinType=G,Embarked=S * CabinType=None,Embarked=S * CabinType=T
103,0,0,3,8.6542,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9626,99.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,285.5886,0.0,0.0,0.0,0.0,0.0,0.0,8.6542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,0,0,3,7.925,37.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.775,111.0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,293.22499999999997,15.85,7.925,0.0,0.0,0.0,0.0,7.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.925,0.0,74.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,0,0,3,7.8958,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6874,84.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,221.0824,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,1,1,3,7.65,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7.65,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22.950000000000003,63.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,160.65,0.0,0.0,0.0,0.0,0.0,0.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107,1,0,3,7.775,29.69911764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.325000000000003,89.09735294117647,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,230.91063970588235,0.0,0.0,0.0,0.0,0.0,0.0,7.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,0,0,3,7.8958,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6874,114.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,300.04040000000003,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,1,1,3,24.15,29.69911764705882,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,24.15,29.69911764705882,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,72.44999999999999,89.09735294117647,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,717.2336911764704,24.15,24.15,0.0,0.0,0.0,24.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.15,0.0,29.69911764705882,29.69911764705882,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,0,0,1,52.0,47.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,47.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2444.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,0,1,3,14.4542,14.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,14.4542,14.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,43.3626,43.5,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,209.5859,14.4542,14.4542,0.0,14.4542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4542,0.0,14.5,14.5,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,3,8.05,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.150000000000002,66.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,177.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,0,1,3,9.825,20.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,9.825,20.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29.474999999999998,60.0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,196.5,9.825,9.825,0.0,0.0,0.0,0.0,9.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.825,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,0,1,3,14.4583,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,14.4583,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,43.3749,51.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,245.7911,0.0,0.0,0.0,14.4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4583,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,3,7.925,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.775,63.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,166.42499999999998,0.0,0.0,0.0,0.0,0.0,0.0,7.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,0,0,3,7.75,70.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,211.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,546.375,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,0,0,2,21.0,29.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,58.0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,609.0,21.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
118,0,0,1,247.5208,24.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.5208,24.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5940.4992,0.0,0.0,247.5208,247.5208,0.0,0.0,0.0,0.0,247.5208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,1,3,31.275,2.0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,31.275,2.0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,93.82499999999999,6.0,12,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,62.55,125.1,31.275,31.275,0.0,0.0,0.0,31.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.275,0.0,8.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,0,0,2,73.5,21.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0,42.0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1543.5,147.0,73.5,0.0,0.0,0.0,0.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,0.0,42.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
121,0,0,3,8.05,29.69911764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.150000000000002,89.09735294117647,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,239.0778970588235,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,0,0,2,30.0708,32.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1416,65.0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,977.3009999999999,30.0708,30.0708,0.0,30.0708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0708,0.0,32.5,32.5,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,1,2,13.0,32.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,13.0,32.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26.0,65.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,422.5,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,0,0,1,77.2875,54.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2875,54.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4173.525,0.0,0.0,77.2875,0.0,0.0,0.0,77.2875,0.0,0.0,0.0,77.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,1,0,3,11.2417,12.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7251,36.0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,134.9004,11.2417,11.2417,0.0,11.2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2417,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,3,7.75,29.69911764705882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,89.09735294117647,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,230.16816176470584,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,1,0,3,7.1417,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4251,72.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,171.4008,0.0,0.0,0.0,0.0,0.0,0.0,7.1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,1,1,3,22.3583,29.69911764705882,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,22.3583,29.69911764705882,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,67.0749,89.09735294117647,3,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,664.0217820882352,22.3583,22.3583,22.3583,22.3583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3583,0.0,0.0,0.0,29.69911764705882,29.69911764705882,29.69911764705882,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,3,6.975,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.924999999999997,135.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,313.875,0.0,0.0,0.0,0.0,0.0,0.0,6.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,0,0,3,7.8958,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6874,99.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,260.5614,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
